Date,equity,bond,gold,cash
2022-08-19,8948.8203125,90.10758209228516,162.72000122070312,77.47879028320312
2022-08-22,8758.240234375,89.7119140625,161.63999938964844,77.48724365234375
2022-08-23,8738.759765625,89.4920654296875,162.77000427246094,77.47034454345703
2022-08-24,8764.419921875,89.1931381225586,163.25,77.4957275390625
2022-08-25,8888.1298828125,89.76463317871094,163.75,77.50419616699219
2022-08-26,8588.9501953125,89.65914916992188,161.75999450683594,77.50419616699219
2022-08-29,8532.099609375,89.14915466308594,161.86000061035156,77.50419616699219
2022-08-30,8438.6904296875,89.12279510498047,160.50999450683594,77.51264953613281
2022-08-31,8374.419921875,88.75347900390625,159.27000427246094,77.52959442138672
2022-09-01,8400.9599609375,88.04792022705078,157.8699951171875,77.54571533203125
2022-09-02,8311.419921875,88.54119110107422,159.25999450683594,77.55421447753906
2022-09-06,8277.8095703125,87.55467224121094,158.3300018310547,77.55421447753906
2022-09-07,8429.8701171875,88.12723541259766,159.94000244140625,77.56268310546875
2022-09-08,8486.6298828125,87.80132293701172,158.97999572753906,77.57965087890625
2022-09-09,8616.98046875,87.81012725830078,159.82000732421875,77.57965087890625
2022-09-12,8708.169921875,87.5987319946289,160.6300048828125,77.57117462158203
2022-09-13,8331.900390625,87.10546112060547,158.5399932861328,77.588134765625
2022-09-14,8362.400390625,87.14949035644531,157.92999267578125,77.588134765625
2022-09-15,8268.599609375,86.85002899169922,154.97999572753906,77.61357116699219
2022-09-16,8209.349609375,86.92047882080078,155.83999633789062,77.61357116699219
2022-09-19,8265.73046875,86.67384338378906,155.9600067138672,77.61357116699219
2022-09-20,8172.64013671875,86.13655090332031,155.07000732421875,77.6050796508789
2022-09-21,8033.2900390625,86.48006439208984,155.7899932861328,77.62206268310547
2022-09-22,7965.9599609375,85.17645263671875,155.6999969482422,77.656005859375
2022-09-23,7828.8701171875,85.28213500976562,153.00999450683594,77.656005859375
2022-09-26,7747.93017578125,83.86402893066406,151.22999572753906,77.63900756835938
2022-09-27,7731.990234375,83.29149627685547,151.5399932861328,77.66446685791016
2022-09-28,7884.5498046875,85.16764068603516,154.69000244140625,77.6729507446289
2022-09-29,7719.08984375,84.7712631225586,154.66000366210938,77.68989562988281
2022-09-30,7603.14013671875,84.55101013183594,154.6699981689453,77.68989562988281
2022-10-03,7800.0,85.55449676513672,158.42999267578125,77.66866302490234
2022-10-04,8039.25,85.73103332519531,160.6999969482422,77.69415283203125
2022-10-05,8023.81005859375,84.9190673828125,159.80999755859375,77.69415283203125
2022-10-06,7943.6298828125,84.45130920410156,159.6300048828125,77.71114349365234
2022-10-07,7721.43994140625,84.03652954101562,157.8800048828125,77.71114349365234
2022-10-10,7663.580078125,83.54228973388672,155.47999572753906,77.71965026855469
2022-10-11,7613.75,83.75411987304688,155.16000366210938,77.71965026855469
2022-10-12,7588.89990234375,84.0277099609375,155.99000549316406,77.71965026855469
2022-10-13,7786.9599609375,83.6746826171875,154.91000366210938,77.7451171875
2022-10-14,7602.990234375,83.2068862915039,152.97999572753906,77.7451171875
2022-10-17,7804.330078125,83.29518127441406,153.4199981689453,77.7451171875
2022-10-18,7893.68017578125,83.50701904296875,153.75,77.7451171875
2022-10-19,7840.990234375,82.63327026367188,151.69000244140625,77.7451171875
2022-10-20,7779.52978515625,82.01549530029297,151.4499969482422,77.77911376953125
2022-10-21,7964.25,82.2008285522461,154.14999389648438,77.78762817382812
2022-10-24,8058.8798828125,82.09487915039062,153.64999389648438,77.77911376953125
2022-10-25,8190.02001953125,83.1186752319336,154.0,77.77911376953125
2022-10-26,8129.6201171875,83.54228973388672,154.97999572753906,77.79608154296875
2022-10-27,8080.31982421875,84.13362121582031,154.74000549316406,77.82160186767578
2022-10-28,8280.1103515625,83.70114135742188,153.16000366210938,77.81310272216797
2022-10-31,8218.7001953125,83.32164764404297,151.91000366210938,77.81310272216797
2022-11-01,8185.06982421875,83.30660247802734,153.4600067138672,77.81990814208984
2022-11-02,7980.47021484375,83.16513061523438,152.38999938964844,77.84546661376953
2022-11-03,7897.009765625,82.802490234375,151.80999755859375,77.87098693847656
2022-11-04,8006.240234375,82.62556457519531,156.47000122070312,77.88802337646484
2022-11-07,8083.3798828125,82.33370208740234,155.85000610351562,77.87952423095703
2022-11-08,8128.7001953125,82.88207244873047,159.4499969482422,77.88802337646484
2022-11-09,7961.52001953125,83.16513061523438,158.64999389648438,77.93060302734375
2022-11-10,8403.48046875,85.03128051757812,163.47999572753906,77.93911743164062
2022-11-11,8481.1298828125,84.8543930053711,164.55999755859375,77.93060302734375
2022-11-14,8407.25,84.65100860595703,164.9199981689453,77.93060302734375
2022-11-15,8481.1396484375,85.27893829345703,165.5,77.9476318359375
2022-11-16,8413.08984375,85.90693664550781,165.1199951171875,77.95616912841797
2022-11-17,8388.83984375,85.32316589355469,163.9199981689453,77.98168182373047
2022-11-18,8429.009765625,85.02244567871094,162.7899932861328,77.98168182373047
2022-11-21,8397.23046875,84.96939086914062,161.8800048828125,77.99019622802734
2022-11-22,8511.48046875,85.4558334350586,162.07000732421875,78.00724792480469
2022-11-23,8562.26953125,85.9157485961914,163.0800018310547,78.02425384521484
2022-11-25,8560.08984375,85.88922882080078,163.22000122070312,78.02425384521484
2022-11-28,8427.9501953125,85.92459106445312,161.92999267578125,78.03278350830078
2022-11-29,8415.26953125,85.56197357177734,162.72999572753906,78.05833435058594
2022-11-30,8678.0,86.3314437866211,164.80999755859375,78.05833435058594
2022-12-01,8671.900390625,87.2743911743164,167.83999633789062,78.0754165649414
